id,standard,subject,discipline,source_class,unit,unit_number,unit_name,chapter,branch,topic,subtopic,question_type,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,explanation,difficulty,cognitive_level,source_document,source_chapter,source_page,figure_asset,figure_required,figure_alt_text,generator_eligible,validation_status
NEET27-CHEM-1825,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Ether,ether,Statement-based MCQ,Complete the statement correctly: Ether is most directly associated with,an ester and water are formed,acidification gives salicylic acid mainly,a compound with an oxygen atom bonded to two carbon groups,electron-withdrawing substituents generally increase phenol acidity,C,a compound with an oxygen atom bonded to two carbon groups,The correct completion is a compound with an oxygen atom bonded to two carbon groups. Ethers are comparatively unreactive and useful solvents.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1826,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Wolff-Kishner Reduction,Wolff-Kishner reduction,Reaction/reagent MCQ,Which description best identifies Wolff-Kishner reduction?,carbonyl compounds with alpha hydrogen form beta-hydroxy carbonyl products then may dehydrate,an aldehyde lacking alpha hydrogen disproportionates in concentrated alkali,an aldehyde gives a carboxylic acid with common oxidants,a carbonyl group is reduced to methylene using hydrazine and strong base,D,a carbonyl group is reduced to methylene using hydrazine and strong base,Wolff-kishner reduction is a carbonyl group is reduced to methylene using hydrazine and strong base. It is suited to base-stable substrates.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1827,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Solubility Of Lower Alcohols,solubility of lower alcohols,Statement-based MCQ,Which statement about solubility of lower alcohols is correct?,it is a qualitative alcohol test,solubility falls as the hydrocarbon chain grows,"primary, secondary and tertiary classes depend on substitution at the carbinol carbon",ordinary alcohols do not react appreciably with aqueous NaOH,B,solubility falls as the hydrocarbon chain grows,Solubility falls as the hydrocarbon chain grows. Solubility of lower alcohols: small alcohols mix well with water through hydrogen bonding.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1828,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxidation Of Secondary Alcohol,oxidation of secondary alcohol,Statement-based MCQ,The statement ‘oxidation gives a ketone’ refers to,oxidation of secondary alcohol,phenol acidity,dehydration of alcohol,esterification,A,oxidation of secondary alcohol,"The defining statement matches oxidation of secondary alcohol. In addition, the carbon skeleton is normally retained.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1829,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxidation Of Primary Alcohol,oxidation of primary alcohol,Sequence/match MCQ,Select the only internally consistent term–definition–detail combination.,bromination of phenol — sodium phenoxide reacts with carbon dioxide under pressure; ortho-hydroxybenzaldehyde is the main product,"Kolbe-Schmitt reaction — phenol reacts with chloroform and alkali; 2,4,6-tribromophenol forms as a white precipitate",Reimer-Tiemann reaction — phenol reacts readily with bromine water; acidification gives salicylic acid mainly,oxidation of primary alcohol — controlled oxidation gives an aldehyde and further oxidation gives a carboxylic acid; distillation can help remove the aldehyde before further oxidation,D,oxidation of primary alcohol — controlled oxidation gives an aldehyde and further oxidation gives a carboxylic acid; distillation can help remove the aldehyde before further oxidation,Only the oxidation of primary alcohol combination keeps both the definition and consequence together correctly.,Difficult,Evaluation,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1830,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Reimer-Tiemann Reaction,Reimer-Tiemann reaction,Statement-based MCQ,"For Reimer-Tiemann reaction, consider: I. Phenol reacts with chloroform and alkali. II. Ortho-hydroxybenzaldehyde is the main product. III. Ortho-hydroxybenzaldehyde is NOT the main product. Which set contains only valid statements?",II and III only,"I, II and III",I and II only,I and III only,C,I and II only,Statements I and II describe Reimer-Tiemann reaction; statement III reverses a decisive relation or condition and is false.,Difficult,Evaluation,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1831,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Carboxylic Acid Acidity,carboxylic acid acidity,Sequence/match MCQ,Which term–statement pair is correctly matched?,carboxylic acid acidity — electron-withdrawing groups increase acidity,acyl chloride — an alpha-hydroxy ketone is formed,ester hydrolysis — it readily forms esters and amides by nucleophilic acyl substitution,benzoin condensation — alcohol and acid or carboxylate products form,A,carboxylic acid acidity — electron-withdrawing groups increase acidity,The correct match is carboxylic acid acidity — electron-withdrawing groups increase acidity. The remaining pairs cross-match a term with a statement belonging to another concept.,Medium,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1832,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Aldehyde Reactivity,aldehyde reactivity,Conceptual/application MCQ,Which description best identifies aldehyde reactivity?,many aldehydes and ketones form crystalline addition compounds,carbonyl compounds form cyanohydrins,aldehydes are generally more reactive than ketones toward nucleophilic addition,a carbonyl compound reacts with hydroxylamine,C,aldehydes are generally more reactive than ketones toward nucleophilic addition,Aldehyde reactivity is aldehydes are generally more reactive than ketones toward nucleophilic addition. They have less steric hindrance and less electron donation.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1833,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Dehydration Of Alcohol,dehydration of alcohol,Statement-based MCQ,Which statement about dehydration of alcohol is correct?,concentrated nitric acid gives picric acid,more substituted alkene is often favoured,"2,4,6-tribromophenol forms as a white precipitate",a primary alkyl halide is preferred,B,more substituted alkene is often favoured,More substituted alkene is often favoured. Dehydration of alcohol: acid and heat eliminate water to form an alkene.,Easy,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1834,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Reduction Of Carbonyl,reduction of carbonyl,Sequence/match MCQ,Select the only internally consistent term–definition–detail combination.,reduction of carbonyl — aldehydes give primary alcohols and ketones give secondary alcohols; NaBH₄ or LiAlH₄ supplies hydride,aldehyde — aromatic aldehydes such as benzaldehyde couple under cyanide catalysis; poisoning limits further reduction,Rosenmund reduction — a carbonyl compound with at least one hydrogen on the carbonyl carbon; an alpha-hydroxy ketone is formed,benzoin condensation — an acyl chloride is selectively reduced to an aldehyde over poisoned palladium; it is generally more easily oxidized than a ketone,A,reduction of carbonyl — aldehydes give primary alcohols and ketones give secondary alcohols; NaBH₄ or LiAlH₄ supplies hydride,Only the reduction of carbonyl combination keeps both the definition and consequence together correctly.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1835,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Ketone,ketone,Statement-based MCQ,Consider the following statements about ketone: I. A carbonyl compound with two carbon groups on the carbonyl carbon. II. Simple ketones do NOT resist mild oxidation. Which option is correct?,Neither I nor II is correct,Only I is correct,Only II is correct,Both I and II are correct,B,Only I is correct,Only I is correct. Ketone: a carbonyl compound with two carbon groups on the carbonyl carbon. Simple ketones resist mild oxidation.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1836,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxidation Of Aldehyde,oxidation of aldehyde,Sequence/match MCQ,Select the only internally consistent term–definition–detail combination.,benzoin condensation — an acyl chloride is selectively reduced to an aldehyde over poisoned palladium; it readily forms esters and amides by nucleophilic acyl substitution,acyl chloride — aromatic aldehydes such as benzaldehyde couple under cyanide catalysis; poisoning limits further reduction,Rosenmund reduction — a highly reactive carboxylic-acid derivative; an alpha-hydroxy ketone is formed,oxidation of aldehyde — an aldehyde gives a carboxylic acid with common oxidants; the carbonyl carbon oxidation state increases,D,oxidation of aldehyde — an aldehyde gives a carboxylic acid with common oxidants; the carbonyl carbon oxidation state increases,Only the oxidation of aldehyde combination keeps both the definition and consequence together correctly.,Difficult,Evaluation,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1837,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Solubility Of Lower Alcohols,solubility of lower alcohols,Conceptual/application MCQ,Which description best identifies solubility of lower alcohols?,reaction conditions influence whether ether or alkene predominates,small alcohols mix well with water through hydrogen bonding,hydrolysis of the alkoxide product gives an alcohol,an alkene is converted to an anti-Markovnikov alcohol,B,small alcohols mix well with water through hydrogen bonding,Solubility of lower alcohols is small alcohols mix well with water through hydrogen bonding. Solubility falls as the hydrocarbon chain grows.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1838,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Reduction Of Carbonyl,reduction of carbonyl,Statement-based MCQ,Consider the following statements about reduction of carbonyl: I. Aldehydes give primary alcohols and ketones give secondary alcohols. II. NaBH₄ or LiAlH₄ does NOT supply hydride. Which option is correct?,Only I is correct,Both I and II are correct,Only II is correct,Neither I nor II is correct,A,Only I is correct,Only I is correct. Reduction of carbonyl: aldehydes give primary alcohols and ketones give secondary alcohols. NaBH₄ or LiAlH₄ supplies hydride.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
