id,source_class,unit,chapter,topic,subtopic,question_type,difficulty,cognitive_level,correct_option,figure_required,figure_files
NEET27-PHY-2057,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Metre bridge: observation,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e10-a.png
NEET27-PHY-2058,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Half-deflection method: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,D,False,figures/u20-e12-a.png
NEET27-PHY-2059,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Triangular prism: purpose,Experimental skills MCQ,Easy,Application,B,True,figures/u20-e14-a.png
NEET27-PHY-2060,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Travelling microscope: apparatus,Experimental skills MCQ,Easy,Application,B,True,figures/u20-e15-a.png
NEET27-PHY-2061,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Simple pendulum: observation,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e03-a.png
NEET27-PHY-2062,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Young's modulus of a wire: principle,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e05-a.png
NEET27-PHY-2063,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Metre scale by moments: purpose,Experimental skills MCQ,Easy,Application,A,True,figures/u20-e04-a.png
NEET27-PHY-2064,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Young's modulus of a wire: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,D,False,figures/u20-e05-a.png
NEET27-PHY-2065,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Resonance tube: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,B,False,figures/u20-e08-a.png
NEET27-PHY-2066,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Vernier calipers: apparatus,Experimental skills MCQ,Easy,Application,A,True,figures/u20-e01-a.png
NEET27-PHY-2067,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Capillary rise: observation,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e06-a.png
NEET27-PHY-2068,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Young's modulus of a wire: observation,Experimental skills MCQ,Medium,Application,B,True,figures/u20-e05-a.png
NEET27-PHY-2069,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Vernier calipers: purpose,Experimental skills MCQ,Easy,Application,A,True,figures/u20-e01-a.png
NEET27-PHY-2070,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Capillary rise: apparatus,Experimental skills MCQ,Easy,Application,D,True,figures/u20-e06-a.png
NEET27-PHY-2071,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Capillary rise: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,D,False,figures/u20-e06-a.png
NEET27-PHY-2072,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Stokes' method: purpose,Experimental skills MCQ,Easy,Application,A,True,figures/u20-e07-a.png
NEET27-PHY-2073,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Triangular prism: observation,Experimental skills MCQ,Medium,Application,B,True,figures/u20-e14-a.png
NEET27-PHY-2074,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Half-deflection method: precaution,Experimental skills MCQ,Medium,Application,B,True,figures/u20-e12-a.png
NEET27-PHY-2075,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Method of mixtures: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,B,False,figures/u20-e09-a.png
NEET27-PHY-2076,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Resonance tube: observation,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e08-a.png
NEET27-PHY-2077,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Parallax method: purpose,Experimental skills MCQ,Easy,Application,C,True,figures/u20-e13-a.png
NEET27-PHY-2078,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Vernier calipers: precaution,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e01-a.png
NEET27-PHY-2079,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,p–n junction diode: apparatus,Experimental skills MCQ,Easy,Application,C,True,figures/u20-e16-a.png
NEET27-PHY-2080,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Component identification: principle,Experimental skills MCQ,Medium,Application,B,True,figures/u20-e18-a.png
NEET27-PHY-2081,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Half-deflection method: observation,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e12-a.png
NEET27-PHY-2082,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Metre bridge: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,D,False,figures/u20-e10-a.png
NEET27-PHY-2083,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,p–n junction diode: principle,Experimental skills MCQ,Medium,Application,B,True,figures/u20-e16-a.png
NEET27-PHY-2084,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Parallax method: principle,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e13-a.png
NEET27-PHY-2085,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Half-deflection method: apparatus,Experimental skills MCQ,Easy,Application,C,True,figures/u20-e12-a.png
NEET27-PHY-2086,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Travelling microscope: precaution,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e15-a.png
NEET27-PHY-2087,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Screw gauge: principle,Experimental skills MCQ,Medium,Application,D,True,figures/u20-e02-a.png
NEET27-PHY-2088,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Ohm's-law circuit: principle,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e11-a.png
NEET27-PHY-2089,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Vernier calipers: principle,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e01-a.png
NEET27-PHY-2090,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Zener diode: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,A,False,figures/u20-e17-a.png
NEET27-PHY-2091,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Resonance tube: principle,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e08-a.png
NEET27-PHY-2092,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Method of mixtures: principle,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e09-a.png
NEET27-PHY-2093,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Travelling microscope: principle,Experimental skills MCQ,Medium,Application,B,True,figures/u20-e15-a.png
NEET27-PHY-2094,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Capillary rise: precaution,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e06-a.png
NEET27-PHY-2095,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Simple pendulum: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,D,False,figures/u20-e03-a.png
NEET27-PHY-2096,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,p–n junction diode: observation,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e16-a.png
NEET27-PHY-2097,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Metre scale by moments: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,A,False,figures/u20-e04-a.png
NEET27-PHY-2098,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Screw gauge: precaution,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e02-a.png
NEET27-PHY-2099,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Metre bridge: precaution,Experimental skills MCQ,Medium,Application,B,True,figures/u20-e10-a.png
NEET27-PHY-2100,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Ohm's-law circuit: observation,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e11-a.png
NEET27-PHY-2101,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Simple pendulum: principle,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e03-a.png
NEET27-PHY-2102,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Metre bridge: purpose,Experimental skills MCQ,Easy,Application,D,True,figures/u20-e10-a.png
NEET27-PHY-2103,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,p–n junction diode: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,A,False,figures/u20-e16-a.png
NEET27-PHY-2104,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Method of mixtures: apparatus,Experimental skills MCQ,Easy,Application,B,True,figures/u20-e09-a.png
NEET27-PHY-2105,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Metre scale by moments: precaution,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e04-a.png
NEET27-PHY-2106,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Parallax method: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,A,False,figures/u20-e13-a.png
NEET27-PHY-2107,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Young's modulus of a wire: precaution,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e05-a.png
NEET27-PHY-2108,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Triangular prism: precaution,Experimental skills MCQ,Medium,Application,D,True,figures/u20-e14-a.png
NEET27-PHY-2109,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Metre scale by moments: apparatus,Experimental skills MCQ,Easy,Application,D,True,figures/u20-e04-a.png
NEET27-PHY-2110,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Component identification: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,D,False,figures/u20-e18-a.png
NEET27-PHY-2111,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Ohm's-law circuit: apparatus,Experimental skills MCQ,Easy,Application,A,True,figures/u20-e11-a.png
NEET27-PHY-2112,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Method of mixtures: purpose,Experimental skills MCQ,Easy,Application,A,True,figures/u20-e09-a.png
NEET27-PHY-2113,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Component identification: precaution,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e18-a.png
NEET27-PHY-2114,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Zener diode: observation,Experimental skills MCQ,Medium,Application,D,True,figures/u20-e17-a.png
NEET27-PHY-2115,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Component identification: purpose,Experimental skills MCQ,Easy,Application,C,True,figures/u20-e18-a.png
NEET27-PHY-2116,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Triangular prism: apparatus,Experimental skills MCQ,Easy,Application,A,True,figures/u20-e14-a.png
NEET27-PHY-2117,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Half-deflection method: purpose,Experimental skills MCQ,Easy,Application,D,True,figures/u20-e12-a.png
NEET27-PHY-2118,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Triangular prism: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,C,False,figures/u20-e14-a.png
NEET27-PHY-2119,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Half-deflection method: principle,Experimental skills MCQ,Medium,Application,B,True,figures/u20-e12-a.png
NEET27-PHY-2120,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Screw gauge: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,C,False,figures/u20-e02-a.png
NEET27-PHY-2121,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,p–n junction diode: purpose,Experimental skills MCQ,Easy,Application,C,True,figures/u20-e16-a.png
NEET27-PHY-2122,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Resonance tube: purpose,Experimental skills MCQ,Easy,Application,A,True,figures/u20-e08-a.png
NEET27-PHY-2123,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Screw gauge: observation,Experimental skills MCQ,Medium,Application,D,True,figures/u20-e02-a.png
NEET27-PHY-2124,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Ohm's-law circuit: purpose,Experimental skills MCQ,Easy,Application,D,True,figures/u20-e11-a.png
NEET27-PHY-2125,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Stokes' method: observation,Experimental skills MCQ,Medium,Application,C,True,figures/u20-e07-a.png
NEET27-PHY-2126,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Screw gauge: purpose,Experimental skills MCQ,Easy,Application,C,True,figures/u20-e02-a.png
NEET27-PHY-2127,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Simple pendulum: apparatus,Experimental skills MCQ,Easy,Application,C,True,figures/u20-e03-a.png
NEET27-PHY-2128,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Travelling microscope: observation,Experimental skills MCQ,Medium,Application,A,True,figures/u20-e15-a.png
NEET27-PHY-2129,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Zener diode: apparatus,Experimental skills MCQ,Easy,Application,B,True,figures/u20-e17-a.png
NEET27-PHY-2130,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Young's modulus of a wire: apparatus,Experimental skills MCQ,Easy,Application,C,True,figures/u20-e05-a.png
NEET27-PHY-2131,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Travelling microscope: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,A,False,figures/u20-e15-a.png
NEET27-PHY-2132,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Parallax method: observation,Experimental skills MCQ,Medium,Application,B,True,figures/u20-e13-a.png
